,ID,Mandát,Název strany,Politická příslušnost,Rok,Titul,Věk,"příjmení, jméno, tituly",v %
1949,ZEMAN Václav JUDr.1964,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2014,True,50.0,ZEMAN Václav JUDr.,1.76
1950,FAJFROVÁ Eva RNDr.1954,True,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,2014,True,60.0,FAJFROVÁ Eva RNDr.,1.66
1951,NEJEZCHLEBOVÁ Eva1952,True,Křesť.demokr.unie-Čs.str.lid.,BEZPP,2014,False,62.0,NEJEZCHLEBOVÁ Eva,1.57
1952,Krčmář Luděk Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Krčmář Luděk Mgr.,3.9
1953,Drnek Jan,False,Koruna Česká (monarch.strana),,2018,False,,Drnek Jan,3.04
1954,Kodeda Oldřich Ing. arch.,False,Koruna Česká (monarch.strana),,2018,True,,Kodeda Oldřich Ing. arch.,3.63
1955,Ježík Johannes Vlastimil Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Ježík Johannes Vlastimil Mgr.,2.81
1956,Novobilský Milan,False,Koruna Česká (monarch.strana),,2018,False,,Novobilský Milan,2.37
1957,Richterová Jana Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Richterová Jana Mgr.,2.48
1958,Vondrovský Václav,False,Koruna Česká (monarch.strana),,2018,False,,Vondrovský Václav,2.17
1959,Steiner Libor Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Steiner Libor Mgr.,2.22
1960,Cikán Martin Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Cikán Martin Mgr.,2.13
1961,Martínek Robert Ing. arch.,False,Koruna Česká (monarch.strana),,2018,True,,Martínek Robert Ing. arch.,2.43
1962,Eisenhammer Jan,False,Koruna Česká (monarch.strana),,2018,False,,Eisenhammer Jan,2.08
1963,Kortus Oldřich PhDr. Ph.D.,False,Koruna Česká (monarch.strana),,2018,True,,Kortus Oldřich PhDr. Ph.D.,2.41
1964,Koprda Štefan,False,Koruna Česká (monarch.strana),,2018,False,,Koprda Štefan,2.29
1965,Štrunc Ivan,False,Koruna Česká (monarch.strana),,2018,False,,Štrunc Ivan,1.97
1966,Wolf Miloš,False,Koruna Česká (monarch.strana),,2018,False,,Wolf Miloš,1.97
1967,Brunclík Miloslav,False,Koruna Česká (monarch.strana),,2018,False,,Brunclík Miloslav,2.12
1968,Nevřiva Petr,False,Koruna Česká (monarch.strana),,2018,False,,Nevřiva Petr,2.1
1969,Brunclík Tomáš,False,Koruna Česká (monarch.strana),,2018,False,,Brunclík Tomáš,2.09
1970,Donatiénová Božena,False,Koruna Česká (monarch.strana),,2018,False,,Donatiénová Božena,1.9
1971,Wolf Daniel,False,Koruna Česká (monarch.strana),,2018,False,,Wolf Daniel,2.22
1972,Kozák Vladimír,False,Koruna Česká (monarch.strana),,2018,False,,Kozák Vladimír,2.0
1973,Fišerová Iveta,False,Koruna Česká (monarch.strana),,2018,False,,Fišerová Iveta,1.95
1974,Chára Ondřej,False,Koruna Česká (monarch.strana),,2018,False,,Chára Ondřej,1.99
1975,Šiková Hana,False,Koruna Česká (monarch.strana),,2018,False,,Šiková Hana,2.06
1976,Drnková Magdalena,False,Koruna Česká (monarch.strana),,2018,False,,Drnková Magdalena,1.98
1977,Brejcha Karel,False,Koruna Česká (monarch.strana),,2018,False,,Brejcha Karel,1.95
1978,Pousková Zuzanna,False,Koruna Česká (monarch.strana),,2018,False,,Pousková Zuzanna,1.98
1979,Havel Ladislav,False,Koruna Česká (monarch.strana),,2018,False,,Havel Ladislav,1.94
1980,Ježíková Berenika,False,Koruna Česká (monarch.strana),,2018,False,,Ježíková Berenika,2.02
1981,Čížková Lenka,False,Koruna Česká (monarch.strana),,2018,False,,Čížková Lenka,2.02
1982,Drnek Jan,False,Koruna Česká (monarch.strana),,2018,False,,Drnek Jan,2.03
1983,Kurková Irena,False,Koruna Česká (monarch.strana),,2018,False,,Kurková Irena,1.96
1984,Pecka Jiří,False,Koruna Česká (monarch.strana),,2018,False,,Pecka Jiří,1.92
1985,Kortusová Zdeňka Mgr.,False,Koruna Česká (monarch.strana),,2018,True,,Kortusová Zdeňka Mgr.,1.91
1986,Drábečková Nataša,False,Koruna Česká (monarch.strana),,2018,False,,Drábečková Nataša,1.72
1987,Pek Richard,False,Koruna Česká (monarch.strana),,2018,False,,Pek Richard,1.79
1988,Drnková Rozálie,False,Koruna Česká (monarch.strana),,2018,False,,Drnková Rozálie,1.83
1989,Dmitrišin Ondřej,False,Koruna Česká (monarch.strana),,2018,False,,Dmitrišin Ondřej,1.84
1990,Vlček Pavel MUDr.,False,Koruna Česká (monarch.strana),,2018,True,,Vlček Pavel MUDr.,2.19
1991,Drábeček Karel,False,Koruna Česká (monarch.strana),,2018,False,,Drábeček Karel,1.8
1992,Růžička Jiří,False,Koruna Česká (monarch.strana),,2018,False,,Růžička Jiří,1.75
1993,Koželuh Kamil,False,Koruna Česká (monarch.strana),,2018,False,,Koželuh Kamil,1.83
1994,Štrobl Pavel,False,Koruna Česká (monarch.strana),,2018,False,,Štrobl Pavel,1.8
1995,Štrobl Jakub,False,Koruna Česká (monarch.strana),,2018,False,,Štrobl Jakub,1.77
1996,Štroblová Lucie,False,Koruna Česká (monarch.strana),,2018,False,,Štroblová Lucie,1.85
1997,Kodedová Helena,False,Koruna Česká (monarch.strana),,2018,False,,Kodedová Helena,1.74
1998,Štroblová Hana,False,Koruna Česká (monarch.strana),,2018,False,,Štroblová Hana,1.77
1999,Bosák Pavel1970,True,Česká pirátská strana,BEZPP,2018,False,48.0,Bosák Pavel,2.41
2000,Rezek Jiří Ing. Ph.D.1983,True,Česká pirátská strana,Piráti,2018,True,35.0,Rezek Jiří Ing. Ph.D.,2.38
2001,Šrámek Pavel1991,True,Česká pirátská strana,Piráti,2018,False,27.0,Šrámek Pavel,2.28
2002,Daňková Magdaléna Mgr.1982,True,Česká pirátská strana,Piráti,2018,True,36.0,Daňková Magdaléna Mgr.,2.38
2003,Vileta Petr1956,True,Česká pirátská strana,Piráti,2018,False,62.0,Vileta Petr,2.22
2004,Pastirčák Tomáš Mgr.1989,True,Česká pirátská strana,Piráti,2018,True,29.0,Pastirčák Tomáš Mgr.,2.24
2005,Kůs Daniel Mgr.1974,True,Česká pirátská strana,Piráti,2018,True,44.0,Kůs Daniel Mgr.,2.22
2006,Krejčí Radek Bc.1992,True,Česká pirátská strana,Piráti,2018,True,26.0,Krejčí Radek Bc.,2.18
2007,Ptáček Martin Ing.1986,True,Česká pirátská strana,Piráti,2018,True,32.0,Ptáček Martin Ing.,2.23
2008,Hagara František1988,True,Česká pirátská strana,Piráti,2018,False,30.0,Hagara František,2.17
2009,Tomšíková Jana Mgr.1969,True,Česká pirátská strana,BEZPP,2018,True,49.0,Tomšíková Jana Mgr.,2.25
2010,Habruň Marek Ing.1989,True,Česká pirátská strana,Piráti,2018,True,29.0,Habruň Marek Ing.,2.18
2011,Holzman Martin1999,True,Česká pirátská strana,Piráti,2018,False,19.0,Holzman Martin,2.16
2012,Vápeník Vladimír1961,True,Česká pirátská strana,Piráti,2018,False,57.0,Vápeník Vladimír,2.16
2013,Černá Michaela1989,True,Česká pirátská strana,Piráti,2018,False,29.0,Černá Michaela,2.16
2014,Sequens Filip1982,True,Česká pirátská strana,Piráti,2018,False,36.0,Sequens Filip,2.17
2015,Hanousek Jiří Ing.1975,True,Česká pirátská strana,BEZPP,2018,True,43.0,Hanousek Jiří Ing.,2.18
2016,Sedláček Roman1968,True,Česká pirátská strana,Piráti,2018,False,50.0,Sedláček Roman,2.14
2017,Kasík Jan1978,True,Česká pirátská strana,Piráti,2018,False,40.0,Kasík Jan,2.13
2018,Volfová Eva Mgr.1992,True,Česká pirátská strana,BEZPP,2018,True,26.0,Volfová Eva Mgr.,2.15
2019,Valdmanová Adéla Mgr.1982,True,Česká pirátská strana,BEZPP,2018,True,36.0,Valdmanová Adéla Mgr.,2.14
2020,Čapek Jiří Ing. Ph.D.1982,True,Česká pirátská strana,BEZPP,2018,True,36.0,Čapek Jiří Ing. Ph.D.,2.16
2021,Černík Jaroslav1964,True,Česká pirátská strana,BEZPP,2018,False,54.0,Černík Jaroslav,2.12
2022,Hájková Kateřina Mgr.1994,True,Česká pirátská strana,BEZPP,2018,True,24.0,Hájková Kateřina Mgr.,2.11
2023,Reithmaier Jan Ing.1973,True,Česká pirátská strana,BEZPP,2018,True,45.0,Reithmaier Jan Ing.,2.12
2024,Lehký Libor1984,True,Česká pirátská strana,BEZPP,2018,False,34.0,Lehký Libor,2.11
2025,Janovcová Vladimíra Mgr. Bc.1988,True,Česká pirátská strana,BEZPP,2018,True,30.0,Janovcová Vladimíra Mgr. Bc.,2.11
2026,Semencová Jaroslava1954,True,Česká pirátská strana,BEZPP,2018,False,64.0,Semencová Jaroslava,2.1
2027,Brabcová Danuše1958,True,Česká pirátská strana,BEZPP,2018,False,60.0,Brabcová Danuše,2.1
2028,Zichová Kateřina DiS.1979,True,Česká pirátská strana,BEZPP,2018,True,39.0,Zichová Kateřina DiS.,2.11
2029,Pfeifer Zdeněk Bc.1992,True,Česká pirátská strana,BEZPP,2018,True,26.0,Pfeifer Zdeněk Bc.,2.1
2030,Maurová Alena1964,True,Česká pirátská strana,BEZPP,2018,False,54.0,Maurová Alena,2.1
2031,Mutinská Ladislava Mgr.1960,True,Česká pirátská strana,BEZPP,2018,True,58.0,Mutinská Ladislava Mgr.,2.1
2032,Šrámková Jindřiška1966,True,Česká pirátská strana,BEZPP,2018,False,52.0,Šrámková Jindřiška,2.09
2033,Větrovská Radka1966,True,Česká pirátská strana,BEZPP,2018,False,52.0,Větrovská Radka,2.08
2034,Fryč Pavel1991,True,Česká pirátská strana,BEZPP,2018,False,27.0,Fryč Pavel,2.07
2035,Hrubant Jaroslav1990,True,Česká pirátská strana,BEZPP,2018,False,28.0,Hrubant Jaroslav,2.05
2036,Sláma Petr1991,True,Česká pirátská strana,BEZPP,2018,False,27.0,Sláma Petr,2.05
2037,Veselá Petra1989,True,Česká pirátská strana,BEZPP,2018,False,29.0,Veselá Petra,2.04
2038,Funda Karel1985,True,Česká pirátská strana,BEZPP,2018,False,33.0,Funda Karel,2.03
2039,Ježek Kamil Ing. Ph.D.1983,True,Česká pirátská strana,BEZPP,2018,True,35.0,Ježek Kamil Ing. Ph.D.,2.04
2040,Kavina Jiří1984,True,Česká pirátská strana,BEZPP,2018,False,34.0,Kavina Jiří,2.0
2041,Drtil Tomáš1984,True,Česká pirátská strana,BEZPP,2018,False,34.0,Drtil Tomáš,1.97
2042,Bočan David1997,True,Česká pirátská strana,BEZPP,2018,False,21.0,Bočan David,1.99
2043,Julius Petr1980,True,Česká pirátská strana,BEZPP,2018,False,38.0,Julius Petr,1.91
2044,Nový Karel1964,True,Česká pirátská strana,BEZPP,2018,False,54.0,Nový Karel,1.82
2045,Pech Zdeněk Mgr.1984,True,Česká pirátská strana,BEZPP,2018,True,34.0,Pech Zdeněk Mgr.,1.7
2046,Náhlík Petr Ing.1961,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,57.0,Náhlík Petr Ing.,3.15
2047,Šec Stanislav Ing.1983,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,35.0,Šec Stanislav Ing.,2.46
2048,Janouškovec Pavel Mgr.1959,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,59.0,Janouškovec Pavel Mgr.,2.77
2049,Podlipný Jiří MUDr. Ph.D.1969,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,49.0,Podlipný Jiří MUDr. Ph.D.,2.41
2050,Boček Pavel MUDr.1961,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,57.0,Boček Pavel MUDr.,2.61
2051,Mariňáková Michala Mgr. Bc.1981,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,37.0,Mariňáková Michala Mgr. Bc.,2.19
2052,Petříček Daniel Mgr.1973,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,45.0,Petříček Daniel Mgr.,2.44
2053,Rybářová-Ročáková Lilka Mgr.1948,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,70.0,Rybářová-Ročáková Lilka Mgr.,2.22
2054,Krňoul Štěpán Mgr.1984,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,34.0,Krňoul Štěpán Mgr.,2.15
2055,Lodr Jiří Ing.1961,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,57.0,Lodr Jiří Ing.,2.52
2056,Anderle Jan Ing.1956,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,PVP,2018,True,62.0,Anderle Jan Ing.,2.28
2057,Bernhardt Tomáš Mgr.1968,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,50.0,Bernhardt Tomáš Mgr.,2.17
2058,Fritzová Marie Mgr. et Mgr. Ph.D.1986,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,32.0,Fritzová Marie Mgr. et Mgr. Ph.D.,2.14
2059,Černý Martin Ing. Mgr.1975,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,43.0,Černý Martin Ing. Mgr.,2.07
2060,Reischig Tomáš doc. MUDr. Ph.D.1972,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,46.0,Reischig Tomáš doc. MUDr. Ph.D.,2.25
2061,Bartošová Ivana Mgr.1960,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,58.0,Bartošová Ivana Mgr.,2.11
2062,Matějka Miroslav Ing.1967,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KAN,2018,True,51.0,Matějka Miroslav Ing.,2.03
2063,Pachner Martin MUDr.1985,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,33.0,Pachner Martin MUDr.,2.21
2064,Pešek Miloš prof. MUDr. CSc.1950,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,68.0,Pešek Miloš prof. MUDr. CSc.,2.15
2065,Svejkovský Martin Mgr.1986,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,32.0,Svejkovský Martin Mgr.,2.03
2066,Hus Miroslav PhDr.1954,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,PVP,2018,True,64.0,Hus Miroslav PhDr.,2.08
2067,Blabol Miroslav Bc. DiS.1982,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,36.0,Blabol Miroslav Bc. DiS.,2.05
2068,Rajtmajer Josef Ing.1988,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,30.0,Rajtmajer Josef Ing.,2.06
2069,Poupa Martin doc. Ing. Ph.D.1973,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,45.0,Poupa Martin doc. Ing. Ph.D.,2.07
2070,Trhlík Jiří Ing.1961,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,57.0,Trhlík Jiří Ing.,2.04
2071,Růžička Pavel Ing.1986,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,32.0,Růžička Pavel Ing.,2.0
2072,Janeček Jiří Ing.1968,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,50.0,Janeček Jiří Ing.,2.0
2073,Liška Jaroslav1990,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,False,28.0,Liška Jaroslav,2.13
2074,Fládr Martin Mgr. et Mgr.1972,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,46.0,Fládr Martin Mgr. et Mgr.,2.04
2075,Kapusta Václav dipl. um.1976,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,False,42.0,Kapusta Václav dipl. um.,2.02
2076,Novák Jan Bc.1985,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,33.0,Novák Jan Bc.,1.99
2077,Boček Jan MUDr.1991,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,27.0,Boček Jan MUDr.,2.05
2078,Jánošíková Petra JUDr. Ph.D.1976,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,42.0,Jánošíková Petra JUDr. Ph.D.,2.06
2079,Těthalová Jana1963,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,False,55.0,Těthalová Jana,1.98
2080,Kantor Luděk Bc.1986,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,32.0,Kantor Luděk Bc.,1.96
2081,Hubáčková Libuše1987,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,False,31.0,Hubáčková Libuše,1.99
2082,Čapková Vladimíra Ing.1978,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,40.0,Čapková Vladimíra Ing.,1.97
2083,Fuchsová Radka MUDr.1971,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,47.0,Fuchsová Radka MUDr.,1.97
2084,Janík Dušan Ing. Ph.D.1984,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,34.0,Janík Dušan Ing. Ph.D.,1.95
2085,Cudlman Miroslav Ing.1958,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,60.0,Cudlman Miroslav Ing.,1.93
2086,Fojtíček Ctibor Ing.1938,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,80.0,Fojtíček Ctibor Ing.,1.93
2087,Petrová Jana PhDr. Mgr.1969,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,49.0,Petrová Jana PhDr. Mgr.,1.89
2088,Lachmanová Marie Mgr.1962,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,True,56.0,Lachmanová Marie Mgr.,1.92
2089,Liška Milan1965,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,BEZPP,2018,False,53.0,Liška Milan,1.95
2090,Syka Karel Mgr.1949,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,PVP,2018,True,69.0,Syka Karel Mgr.,1.86
2091,Kopicová Věra Bc.1960,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL,2018,True,58.0,Kopicová Věra Bc.,1.74
2092,Duchek Vladimír doc. Ing. Ph.D.1965,True,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,PVP,2018,True,53.0,Duchek Vladimír doc. Ing. Ph.D.,1.79
2093,Vítovcová Irena,False,PRO PLZEŇ,,2018,False,,Vítovcová Irena,2.6
2094,Uhlík Jiří MBA,False,PRO PLZEŇ,,2018,False,,Uhlík Jiří MBA,2.48
2095,Mauleová Naděžda Ing. MBA,False,PRO PLZEŇ,,2018,True,,Mauleová Naděžda Ing. MBA,2.47
2096,Vostřák Pavel,False,PRO PLZEŇ,,2018,False,,Vostřák Pavel,2.55
2097,Kotora Tomáš Ing.,False,PRO PLZEŇ,,2018,True,,Kotora Tomáš Ing.,2.5
2098,Rumlová Jitka MUDr.,False,PRO PLZEŇ,,2018,True,,Rumlová Jitka MUDr.,2.37
2099,Pšenička Josef RNDr. Ph.D.,False,PRO PLZEŇ,,2018,True,,Pšenička Josef RNDr. Ph.D.,2.3
2100,Winkelhöfer Jiří,False,PRO PLZEŇ,,2018,False,,Winkelhöfer Jiří,2.26
2101,Tolar Aleš Bc.,False,PRO PLZEŇ,,2018,True,,Tolar Aleš Bc.,2.17
2102,Hudeček Pavel Mgr.,False,PRO PLZEŇ,,2018,True,,Hudeček Pavel Mgr.,2.13
2103,Falcníková Vladimíra Ing.,False,PRO PLZEŇ,,2018,True,,Falcníková Vladimíra Ing.,2.08
2104,Kuncl Ladislav MVDr.,False,PRO PLZEŇ,,2018,True,,Kuncl Ladislav MVDr.,2.15
2105,Friedrichová Gabriela MUDr.,False,PRO PLZEŇ,,2018,True,,Friedrichová Gabriela MUDr.,2.11
2106,Dort Jakub,False,PRO PLZEŇ,,2018,False,,Dort Jakub,2.12
2107,Káčerek Tomáš Ing.,False,PRO PLZEŇ,,2018,True,,Káčerek Tomáš Ing.,2.05
2108,Prokopová Karolína Mgr.,False,PRO PLZEŇ,,2018,True,,Prokopová Karolína Mgr.,2.14
2109,Skalová Eva Mgr.,False,PRO PLZEŇ,,2018,True,,Skalová Eva Mgr.,2.11
2110,Prajka Jana MUDr.,False,PRO PLZEŇ,,2018,True,,Prajka Jana MUDr.,2.07
2111,Hradecká Marie Mgr.,False,PRO PLZEŇ,,2018,True,,Hradecká Marie Mgr.,2.06
2112,Šlechta Marek Mgr.,False,PRO PLZEŇ,,2018,True,,Šlechta Marek Mgr.,2.1
2113,Skálová Ilona Mgr.,False,PRO PLZEŇ,,2018,True,,Skálová Ilona Mgr.,2.08
2114,Bokr Tomáš,False,PRO PLZEŇ,,2018,False,,Bokr Tomáš,2.14
2115,Maule Petr PhDr. Mgr. MBA,False,PRO PLZEŇ,,2018,True,,Maule Petr PhDr. Mgr. MBA,2.11
2116,Kielbergerová Renata Mgr.,False,PRO PLZEŇ,,2018,True,,Kielbergerová Renata Mgr.,2.14
2117,Votípka Radek,False,PRO PLZEŇ,,2018,False,,Votípka Radek,2.09
2118,Šourek Martin JUDr.,False,PRO PLZEŇ,,2018,True,,Šourek Martin JUDr.,2.1
2119,Sinkule Michael,False,PRO PLZEŇ,,2018,False,,Sinkule Michael,2.07
2120,Pravda Lukáš,False,PRO PLZEŇ,,2018,False,,Pravda Lukáš,2.05
2121,Jelínek Vlastimil,False,PRO PLZEŇ,,2018,False,,Jelínek Vlastimil,2.03
2122,Průchová Martina Bc.,False,PRO PLZEŇ,,2018,True,,Průchová Martina Bc.,2.04
2123,Luhový Lukáš Bc.,False,PRO PLZEŇ,,2018,True,,Luhový Lukáš Bc.,2.05
2124,Pavlíčková Věra MUDr.,False,PRO PLZEŇ,,2018,True,,Pavlíčková Věra MUDr.,2.2
2125,Řežábek Filip,False,PRO PLZEŇ,,2018,False,,Řežábek Filip,2.03
2126,Ostrčilová Drahoslava,False,PRO PLZEŇ,,2018,False,,Ostrčilová Drahoslava,2.03
2127,Ungrová Anna,False,PRO PLZEŇ,,2018,False,,Ungrová Anna,2.02
2128,Holý Michal,False,PRO PLZEŇ,,2018,False,,Holý Michal,2.02
2129,Vojáčková Andrea Mgr. MBA,False,PRO PLZEŇ,,2018,True,,Vojáčková Andrea Mgr. MBA,2.0
2130,Götz Karel Mgr.,False,PRO PLZEŇ,,2018,True,,Götz Karel Mgr.,2.0
2131,Blecha Adolf Bc.,False,PRO PLZEŇ,,2018,True,,Blecha Adolf Bc.,2.05
2132,Laňová Božena MUDr.,False,PRO PLZEŇ,,2018,True,,Laňová Božena MUDr.,1.99
2133,Kocur Michal MBA,False,PRO PLZEŇ,,2018,False,,Kocur Michal MBA,1.99
2134,Špetková Julie Mgr.,False,PRO PLZEŇ,,2018,True,,Špetková Julie Mgr.,1.99
2135,Morávek Tomáš Bc.,False,PRO PLZEŇ,,2018,True,,Morávek Tomáš Bc.,2.0
2136,Mládek Michal,False,PRO PLZEŇ,,2018,False,,Mládek Michal,1.94
2137,Králová Alena Mgr.,False,PRO PLZEŇ,,2018,True,,Králová Alena Mgr.,1.94
2138,Šour Pavel,False,PRO PLZEŇ,,2018,False,,Šour Pavel,1.89
2139,"Vostracký Zdeněk prof. Ing. DrSc., dr.h.c.",False,PRO PLZEŇ,,2018,True,,"Vostracký Zdeněk prof. Ing. DrSc., dr.h.c.",1.97
2140,Vozobule Michal Mgr.1981,True,TOP 09,TOP 09,2018,True,37.0,Vozobule Michal Mgr.,2.67
2141,Suchý Petr Mgr.1979,True,TOP 09,TOP 09,2018,True,39.0,Suchý Petr Mgr.,2.4
2142,Fluxa Jan PhDr.1980,True,TOP 09,TOP 09,2018,True,38.0,Fluxa Jan PhDr.,2.42
2143,Ženíšek Ondřej Mgr.1977,True,TOP 09,TOP 09,2018,True,41.0,Ženíšek Ondřej Mgr.,2.7
2144,Jehličková Ilona Mgr.1964,True,TOP 09,TOP 09,2018,True,54.0,Jehličková Ilona Mgr.,2.4
2145,Pelcl Petr Mgr.1976,True,TOP 09,Zelení,2018,True,42.0,Pelcl Petr Mgr.,2.22
2146,Škarda Radoslav Mgr.1979,True,TOP 09,TOP 09,2018,True,39.0,Škarda Radoslav Mgr.,2.29
2147,Lacyk Václav Ing.1971,True,TOP 09,TOP 09,2018,True,47.0,Lacyk Václav Ing.,2.24
2148,Trnka Tomáš Bc.1982,True,TOP 09,TOP 09,2018,True,36.0,Trnka Tomáš Bc.,2.16
2149,Nový Miloš Ing. et Ing.1960,True,TOP 09,TOP 09,2018,True,58.0,Nový Miloš Ing. et Ing.,2.43
2150,Toman Jan Ing. arch.1979,True,TOP 09,TOP 09,2018,True,39.0,Toman Jan Ing. arch.,2.24
2151,Hemrová Lucie Mgr. Ph.D.1982,True,TOP 09,Zelení,2018,True,36.0,Hemrová Lucie Mgr. Ph.D.,2.19
2152,Domanický Petr Ing. arch.1973,True,TOP 09,TOP 09,2018,True,45.0,Domanický Petr Ing. arch.,2.44
2153,Stelzer Pavel Ing.1950,True,TOP 09,BEZPP,2018,True,68.0,Stelzer Pavel Ing.,2.22
2154,Soukup David1978,True,TOP 09,TOP 09,2018,False,40.0,Soukup David,2.1
2155,Karlíček Viktor1998,True,TOP 09,TOP 09,2018,False,20.0,Karlíček Viktor,2.13
2156,Čech Svatopluk1969,True,TOP 09,TOP 09,2018,False,49.0,Čech Svatopluk,2.13
2157,Kylišová Jitka Bc.1973,True,TOP 09,Zelení,2018,True,45.0,Kylišová Jitka Bc.,2.11
2158,Janoušek Aleš Mgr.1976,True,TOP 09,TOP 09,2018,True,42.0,Janoušek Aleš Mgr.,2.31
2159,Duras Jindřich RNDr. Ph.D.1958,True,TOP 09,BEZPP,2018,True,60.0,Duras Jindřich RNDr. Ph.D.,2.33
2160,Hejdová Andrea Ing. Bc.1973,True,TOP 09,TOP 09,2018,True,45.0,Hejdová Andrea Ing. Bc.,2.09
2161,Tikal Filip Ing. Ph.D.1975,True,TOP 09,TOP 09,2018,True,43.0,Tikal Filip Ing. Ph.D.,2.11
2162,Brabec David1980,True,TOP 09,TOP 09,2018,False,38.0,Brabec David,2.1
2163,Šimon Petr Mgr.1977,True,TOP 09,Zelení,2018,True,41.0,Šimon Petr Mgr.,2.15
2164,Jančík Stanislav1991,True,TOP 09,TOP 09,2018,False,27.0,Jančík Stanislav,2.08
2165,Chomát Martin MUDr.1971,True,TOP 09,TOP 09,2018,True,47.0,Chomát Martin MUDr.,2.07
2166,Sobota Bohuslav1969,True,TOP 09,TOP 09,2018,False,49.0,Sobota Bohuslav,2.04
2167,Havel Jan1972,True,TOP 09,TOP 09,2018,False,46.0,Havel Jan,2.05
