,ID,Mandát,Název strany,Politická příslušnost,Rok,Titul,Věk,"příjmení, jméno, tituly",v %
0,Bis Jiří Ing.1941,True,Česká str.sociálně demokrat.,ČSSD,2002,True,61.0,Bis Jiří Ing.,2.67
1,Chovanec Milan1970,True,Česká str.sociálně demokrat.,ČSSD,2002,False,32.0,Chovanec Milan,2.33
2,Brabec Miroslav Mgr.1955,True,Česká str.sociálně demokrat.,ČSSD,2002,True,47.0,Brabec Miroslav Mgr.,2.45
3,Osvald Petr Ing.1966,True,Česká str.sociálně demokrat.,ČSSD,2002,True,36.0,Osvald Petr Ing.,2.32
4,Šimák Miloslav Ing.1950,True,Česká str.sociálně demokrat.,ČSSD,2002,True,52.0,Šimák Miloslav Ing.,2.28
5,Pavelková Milena Mgr.1946,True,Česká str.sociálně demokrat.,ČSSD,2002,True,56.0,Pavelková Milena Mgr.,2.3
6,Houška Josef Mgr.1947,True,Česká str.sociálně demokrat.,ČSSD,2002,True,55.0,Houška Josef Mgr.,2.25
7,Liška Jiří MUDr. CSc.1944,True,Česká str.sociálně demokrat.,ČSSD,2002,True,58.0,Liška Jiří MUDr. CSc.,2.4
8,Neuberg Lumír Ing.1965,True,Česká str.sociálně demokrat.,ČSSD,2002,True,37.0,Neuberg Lumír Ing.,2.22
9,Otásek Petr1950,True,Česká str.sociálně demokrat.,ČSSD,2002,False,52.0,Otásek Petr,2.25
10,Štěrba Miroslav1954,True,Česká str.sociálně demokrat.,ČSSD,2002,False,48.0,Štěrba Miroslav,2.27
11,Krupička Jaroslav1942,True,Česká str.sociálně demokrat.,ČSSD,2002,False,60.0,Krupička Jaroslav,2.19
12,Průša Josef Doc. Ing. CSc.1939,True,Česká str.sociálně demokrat.,ČSSD,2002,True,63.0,Průša Josef Doc. Ing. CSc.,2.35
13,Melichar Daniel1973,True,Česká str.sociálně demokrat.,ČSSD,2002,False,29.0,Melichar Daniel,2.17
14,Lisenko Radim1973,True,Česká str.sociálně demokrat.,ČSSD,2002,False,29.0,Lisenko Radim,2.15
15,Veverková Pravoslava1947,True,Česká str.sociálně demokrat.,ČSSD,2002,False,55.0,Veverková Pravoslava,2.3
16,Mudra Milan1943,True,Česká str.sociálně demokrat.,ČSSD,2002,False,59.0,Mudra Milan,2.25
17,Samek Jiří1931,True,Česká str.sociálně demokrat.,ČSSD,2002,False,71.0,Samek Jiří,2.21
18,Chán Emanuel Ing.1950,True,Česká str.sociálně demokrat.,ČSSD,2002,True,52.0,Chán Emanuel Ing.,2.13
19,Štrbík Jiří Ing.1957,True,Česká str.sociálně demokrat.,ČSSD,2002,True,45.0,Štrbík Jiří Ing.,2.2
20,Dbalý Miroslav Ing.1944,True,Česká str.sociálně demokrat.,ČSSD,2002,True,58.0,Dbalý Miroslav Ing.,2.12
21,Němeček Václav1942,True,Česká str.sociálně demokrat.,ČSSD,2002,False,60.0,Němeček Václav,2.06
22,Kuběna René1971,True,Česká str.sociálně demokrat.,ČSSD,2002,False,31.0,Kuběna René,2.09
23,Mejstříková Zdena MUDr.1952,True,Česká str.sociálně demokrat.,ČSSD,2002,True,50.0,Mejstříková Zdena MUDr.,2.17
24,Kuthan Jiří1949,True,Česká str.sociálně demokrat.,ČSSD,2002,False,53.0,Kuthan Jiří,2.18
25,Klíma Vítězslav1956,True,Česká str.sociálně demokrat.,ČSSD,2002,False,46.0,Klíma Vítězslav,2.15
26,Krysl Jan1935,True,Česká str.sociálně demokrat.,ČSSD,2002,False,67.0,Krysl Jan,2.05
27,Tyšer Stanislav1956,True,Česká str.sociálně demokrat.,ČSSD,2002,False,46.0,Tyšer Stanislav,2.06
28,Burešová Eva1941,True,Česká str.sociálně demokrat.,ČSSD,2002,False,61.0,Burešová Eva,2.0
29,Plucar Lukáš1979,True,Česká str.sociálně demokrat.,ČSSD,2002,False,23.0,Plucar Lukáš,2.05
30,Sova František Prof. Ing. CSc.1937,True,Česká str.sociálně demokrat.,ČSSD,2002,True,65.0,Sova František Prof. Ing. CSc.,2.17
31,Choc Jaroslav Mgr.1929,True,Česká str.sociálně demokrat.,ČSSD,2002,True,73.0,Choc Jaroslav Mgr.,2.05
32,Boubín Josef1943,True,Česká str.sociálně demokrat.,ČSSD,2002,False,59.0,Boubín Josef,2.01
33,Babnič Jan1954,True,Česká str.sociálně demokrat.,ČSSD,2002,False,48.0,Babnič Jan,2.03
34,Hessová Jaroslava Mgr.1958,True,Česká str.sociálně demokrat.,ČSSD,2002,True,44.0,Hessová Jaroslava Mgr.,2.07
35,Novák Pavel Ing.1937,True,Česká str.sociálně demokrat.,ČSSD,2002,True,65.0,Novák Pavel Ing.,1.97
36,Sojka Oldřich MUDr.1944,True,Česká str.sociálně demokrat.,ČSSD,2002,True,58.0,Sojka Oldřich MUDr.,2.08
37,Hauer Václav1949,True,Česká str.sociálně demokrat.,ČSSD,2002,False,53.0,Hauer Václav,1.98
38,Vágner Luboš1946,True,Česká str.sociálně demokrat.,ČSSD,2002,False,56.0,Vágner Luboš,1.95
39,Chánová Eva1948,True,Česká str.sociálně demokrat.,ČSSD,2002,False,54.0,Chánová Eva,1.94
40,Chalupný Michal Bc.1969,True,Česká str.sociálně demokrat.,ČSSD,2002,True,33.0,Chalupný Michal Bc.,1.94
41,Výborný Jaroslav1953,True,Česká str.sociálně demokrat.,ČSSD,2002,False,49.0,Výborný Jaroslav,1.96
42,Andrlík Roman1967,True,Česká str.sociálně demokrat.,ČSSD,2002,False,35.0,Andrlík Roman,1.89
43,Podaný Josef1943,True,Česká str.sociálně demokrat.,ČSSD,2002,False,59.0,Podaný Josef,1.87
44,Aloy Zdeněk Ing.1932,True,Česká str.sociálně demokrat.,ČSSD,2002,True,70.0,Aloy Zdeněk Ing.,1.8
45,Jíšová Andrea1979,True,Česká str.sociálně demokrat.,ČSSD,2002,False,23.0,Jíšová Andrea,1.78
46,Jedlík Jiří Ing.1938,True,Česká str.sociálně demokrat.,ČSSD,2002,True,64.0,Jedlík Jiří Ing.,1.65
47,Myslík Jiří Doc. Ing. CSc.,False,Strana za životní jistoty,,2002,True,,Myslík Jiří Doc. Ing. CSc.,20.71
48,Havlíková Hana MUDr.,False,Strana za životní jistoty,,2002,True,,Havlíková Hana MUDr.,9.82
49,Beneš Karel,False,Strana za životní jistoty,,2002,False,,Beneš Karel,4.17
50,Kufner Jan,False,Strana za životní jistoty,,2002,False,,Kufner Jan,4.55
51,Vokoun Antonín,False,Strana za životní jistoty,,2002,False,,Vokoun Antonín,5.91
52,Ryba Stanislav Ing.,False,Strana za životní jistoty,,2002,True,,Ryba Stanislav Ing.,8.78
53,Weber Tomáš,False,Strana za životní jistoty,,2002,False,,Weber Tomáš,10.37
54,Dostálová Danuše,False,Strana za životní jistoty,,2002,False,,Dostálová Danuše,5.09
55,Pošta Václav Ing.,False,Strana za životní jistoty,,2002,True,,Pošta Václav Ing.,5.03
56,Boučková Květuše,False,Strana za životní jistoty,,2002,False,,Boučková Květuše,2.89
57,Bureš Jaroslav,False,Strana za životní jistoty,,2002,False,,Bureš Jaroslav,3.14
58,Hodina Vlastimil,False,Strana za životní jistoty,,2002,False,,Hodina Vlastimil,2.92
59,Hrstka Jan,False,Strana za životní jistoty,,2002,False,,Hrstka Jan,5.34
60,Jindrová Jaroslava,False,Strana za životní jistoty,,2002,False,,Jindrová Jaroslava,5.91
61,Jandošová Alena,False,Strana za životní jistoty,,2002,False,,Jandošová Alena,5.3
62,Šneberger Jiří Ing.1960,True,Občanská demokratická strana,ODS,2002,True,42.0,Šneberger Jiří Ing.,2.88
63,Kalous Miroslav Ing.1965,True,Občanská demokratická strana,ODS,2002,True,37.0,Kalous Miroslav Ing.,2.46
64,Bartman Vladislav Ing.1953,True,Občanská demokratická strana,ODS,2002,True,49.0,Bartman Vladislav Ing.,2.25
65,Baxa Martin Mgr.1975,True,Občanská demokratická strana,ODS,2002,True,27.0,Baxa Martin Mgr.,2.3
66,Paleček Karel Mgr.1977,True,Občanská demokratická strana,ODS,2002,True,25.0,Paleček Karel Mgr.,2.23
67,Uhlík Jiří1970,True,Občanská demokratická strana,ODS,2002,False,32.0,Uhlík Jiří,2.19
68,Hajný Stanislav Ing.1939,True,Občanská demokratická strana,ODS,2002,True,63.0,Hajný Stanislav Ing.,2.22
69,Pytlík Martin1946,True,Občanská demokratická strana,ODS,2002,False,56.0,Pytlík Martin,2.17
70,Uhlík František1968,True,Občanská demokratická strana,ODS,2002,False,34.0,Uhlík František,2.16
71,Krejsová Vanesa Mgr.1974,True,Občanská demokratická strana,ODS,2002,True,28.0,Krejsová Vanesa Mgr.,2.2
72,Levora Miroslav Ing.1947,True,Občanská demokratická strana,ODS,2002,True,55.0,Levora Miroslav Ing.,2.16
73,Kasl Rudolf1968,True,Občanská demokratická strana,ODS,2002,False,34.0,Kasl Rudolf,2.14
74,Jurečko Roman1967,True,Občanská demokratická strana,ODS,2002,False,35.0,Jurečko Roman,2.13
75,Koutecký Zdeněk MUDr.1956,True,Občanská demokratická strana,ODS,2002,True,46.0,Koutecký Zdeněk MUDr.,2.36
76,Winkelhöfer Jiří1972,True,Občanská demokratická strana,ODS,2002,False,30.0,Winkelhöfer Jiří,2.13
77,Krejsová Marcela Mgr.1958,True,Občanská demokratická strana,ODS,2002,True,44.0,Krejsová Marcela Mgr.,2.17
78,Aschenbrenner Lumír Ing.1960,True,Občanská demokratická strana,ODS,2002,True,42.0,Aschenbrenner Lumír Ing.,2.36
79,Rund Petr Ing.1975,True,Občanská demokratická strana,ODS,2002,True,27.0,Rund Petr Ing.,2.13
80,Štrunc Petr1968,True,Občanská demokratická strana,ODS,2002,False,34.0,Štrunc Petr,2.11
81,Kopáček Radim1974,True,Občanská demokratická strana,ODS,2002,False,28.0,Kopáček Radim,2.13
82,Breitfelder Miroslav Mgr.1966,True,Občanská demokratická strana,ODS,2002,True,36.0,Breitfelder Miroslav Mgr.,2.17
83,Šuma Václav Mgr.1974,True,Občanská demokratická strana,ODS,2002,True,28.0,Šuma Václav Mgr.,2.11
84,Šlajsová Miloslava Ing.1952,True,Občanská demokratická strana,ODS,2002,True,50.0,Šlajsová Miloslava Ing.,2.12
85,Tofl Petr1969,True,Občanská demokratická strana,ODS,2002,False,33.0,Tofl Petr,2.12
86,Kosnar Miloslav1952,True,Občanská demokratická strana,ODS,2002,False,50.0,Kosnar Miloslav,2.12
87,Krs Michael MUDr.1965,True,Občanská demokratická strana,ODS,2002,True,37.0,Krs Michael MUDr.,2.13
88,Zavadil Evžen1941,True,Občanská demokratická strana,ODS,2002,False,61.0,Zavadil Evžen,2.1
89,Malý Radek1971,True,Občanská demokratická strana,ODS,2002,False,31.0,Malý Radek,2.07
90,Brousek Václav Ing.1952,True,Občanská demokratická strana,ODS,2002,True,50.0,Brousek Václav Ing.,2.1
91,Samek Václav1956,True,Občanská demokratická strana,ODS,2002,False,46.0,Samek Václav,2.1
92,Malota Jaroslav1967,True,Občanská demokratická strana,ODS,2002,False,35.0,Malota Jaroslav,2.05
93,Duchková Stanislava prom.ped.1937,True,Občanská demokratická strana,ODS,2002,False,65.0,Duchková Stanislava prom.ped.,2.05
94,Němejc Jan1967,True,Občanská demokratická strana,ODS,2002,False,35.0,Němejc Jan,2.08
95,Jahl Jiří1936,True,Občanská demokratická strana,ODS,2002,False,66.0,Jahl Jiří,2.04
96,Jandl Petr1941,True,Občanská demokratická strana,ODS,2002,False,61.0,Jandl Petr,2.03
97,Weber Roman1978,True,Občanská demokratická strana,ODS,2002,False,24.0,Weber Roman,2.03
98,Klajsner Lubomír Ing.1959,True,Občanská demokratická strana,ODS,2002,True,43.0,Klajsner Lubomír Ing.,2.05
99,Ungr František Ing.1935,True,Občanská demokratická strana,ODS,2002,True,67.0,Ungr František Ing.,2.01
100,Kovářík Václav1950,True,Občanská demokratická strana,ODS,2002,False,52.0,Kovářík Václav,2.06
101,Daniel Antonín1963,True,Občanská demokratická strana,ODS,2002,False,39.0,Daniel Antonín,1.99
102,Hógel Josef Ing. CSc.1944,True,Občanská demokratická strana,ODS,2002,True,58.0,Hógel Josef Ing. CSc.,1.99
103,Duda Bohuslav1967,True,Občanská demokratická strana,ODS,2002,False,35.0,Duda Bohuslav,1.96
104,Netolický Pavel1981,True,Občanská demokratická strana,ODS,2002,False,21.0,Netolický Pavel,1.95
105,Kubík Jiří1977,True,Občanská demokratická strana,ODS,2002,False,25.0,Kubík Jiří,1.91
106,Maříková Jaroslava Ing.1953,True,Občanská demokratická strana,ODS,2002,True,49.0,Maříková Jaroslava Ing.,2.01
107,Dostálová Vlastimila Mgr.1947,True,Občanská demokratická strana,ODS,2002,True,55.0,Dostálová Vlastimila Mgr.,1.83
108,Szikszay Karel1963,True,Občanská demokratická strana,ODS,2002,False,39.0,Szikszay Karel,1.72
109,Duchek Vladimír Ing. Ph.D.1965,True,Pravá volba pro Plzeň,PVP,2002,True,37.0,Duchek Vladimír Ing. Ph.D.,3.33
110,Syka Karel Mgr.1949,True,Pravá volba pro Plzeň,BEZPP,2002,True,53.0,Syka Karel Mgr.,2.82
111,Anderle Jan Ing.1956,True,Pravá volba pro Plzeň,PVP,2002,True,46.0,Anderle Jan Ing.,2.92
112,Vítek Karel Ing.1956,True,Pravá volba pro Plzeň,PVP,2002,True,46.0,Vítek Karel Ing.,2.62
113,Tausch Milan Ing.1967,True,Pravá volba pro Plzeň,BEZPP,2002,True,35.0,Tausch Milan Ing.,2.51
114,Klas Miroslav Ing.1948,True,Pravá volba pro Plzeň,PVP,2002,True,54.0,Klas Miroslav Ing.,2.33
115,Bláhovec Jiří MUDr.1952,True,Pravá volba pro Plzeň,BEZPP,2002,True,50.0,Bláhovec Jiří MUDr.,2.73
116,Frank Stanislav Mgr.1955,True,Pravá volba pro Plzeň,PVP,2002,True,47.0,Frank Stanislav Mgr.,2.5
117,Kodeda Oldřich Ing. arch.1959,True,Pravá volba pro Plzeň,BEZPP,2002,True,43.0,Kodeda Oldřich Ing. arch.,2.55
118,Sequens Richard MUDr. Ph.D.1956,True,Pravá volba pro Plzeň,BEZPP,2002,True,46.0,Sequens Richard MUDr. Ph.D.,4.02
119,Hus Miroslav PhDr.1954,True,Pravá volba pro Plzeň,PVP,2002,True,48.0,Hus Miroslav PhDr.,2.43
120,Rauch Stanislav Ing.1953,True,Pravá volba pro Plzeň,BEZPP,2002,True,49.0,Rauch Stanislav Ing.,2.26
121,Černý Karel1948,True,Pravá volba pro Plzeň,KAN,2002,False,54.0,Černý Karel,2.08
122,Lomberský Jiří Mgr.1933,True,Pravá volba pro Plzeň,PVP,2002,True,69.0,Lomberský Jiří Mgr.,2.03
123,Mazín Václav Ing.1952,True,Pravá volba pro Plzeň,BEZPP,2002,True,50.0,Mazín Václav Ing.,2.04
124,Martinovský Ivan PhDr. Ing.1937,True,Pravá volba pro Plzeň,BEZPP,2002,True,65.0,Martinovský Ivan PhDr. Ing.,2.17
125,Caltová Marie1944,True,Pravá volba pro Plzeň,BEZPP,2002,False,58.0,Caltová Marie,2.46
126,Vlček Pavel MUDr.1955,True,Pravá volba pro Plzeň,BEZPP,2002,True,47.0,Vlček Pavel MUDr.,2.3
127,Prokopcová Ladislava1953,True,Pravá volba pro Plzeň,BEZPP,2002,False,49.0,Prokopcová Ladislava,2.05
128,Trhlík Jiří Ing.1961,True,Pravá volba pro Plzeň,BEZPP,2002,True,41.0,Trhlík Jiří Ing.,2.17
129,Wedelová Hana JUDr.1955,True,Pravá volba pro Plzeň,BEZPP,2002,True,47.0,Wedelová Hana JUDr.,1.97
130,Drnek Jan1961,True,Pravá volba pro Plzeň,BEZPP,2002,False,41.0,Drnek Jan,1.94
131,Svatoš Miroslav MVDr.1961,True,Pravá volba pro Plzeň,BEZPP,2002,True,41.0,Svatoš Miroslav MVDr.,2.52
132,Jehličková Jaroslava1956,True,Pravá volba pro Plzeň,BEZPP,2002,False,46.0,Jehličková Jaroslava,1.87
133,Podlipný Jiří MUDr.1969,True,Pravá volba pro Plzeň,BEZPP,2002,True,33.0,Podlipný Jiří MUDr.,2.17
134,Matějka Miroslav Ing.1967,True,Pravá volba pro Plzeň,KAN,2002,True,35.0,Matějka Miroslav Ing.,1.94
135,Halla Marcel1952,True,Pravá volba pro Plzeň,BEZPP,2002,False,50.0,Halla Marcel,1.87
136,Jílek Viktor Ing.1965,True,Pravá volba pro Plzeň,BEZPP,2002,True,37.0,Jílek Viktor Ing.,2.03
137,Reischig Tomáš MUDr.1972,True,Pravá volba pro Plzeň,BEZPP,2002,True,30.0,Reischig Tomáš MUDr.,2.01
138,Šedo Ilja Bc.1951,True,Pravá volba pro Plzeň,BEZPP,2002,True,51.0,Šedo Ilja Bc.,1.9
139,Stehlík Čeněk Ing.1956,True,Pravá volba pro Plzeň,BEZPP,2002,True,46.0,Stehlík Čeněk Ing.,1.89
140,Vacovská Hana MUDr.1953,True,Pravá volba pro Plzeň,BEZPP,2002,True,49.0,Vacovská Hana MUDr.,1.95
141,Vordová Renata Mgr.1964,True,Pravá volba pro Plzeň,BEZPP,2002,True,38.0,Vordová Renata Mgr.,1.93
142,Smitková Marie1951,True,Pravá volba pro Plzeň,BEZPP,2002,False,51.0,Smitková Marie,1.79
143,Buňatová Marcela MUDr.1973,True,Pravá volba pro Plzeň,BEZPP,2002,True,29.0,Buňatová Marcela MUDr.,1.84
144,Černá Hana1959,True,Pravá volba pro Plzeň,BEZPP,2002,False,43.0,Černá Hana,1.93
145,Křižan Jindřich MUDr.1964,True,Pravá volba pro Plzeň,BEZPP,2002,True,38.0,Křižan Jindřich MUDr.,1.87
146,Šorm Rudolf Ing.1950,True,Pravá volba pro Plzeň,BEZPP,2002,True,52.0,Šorm Rudolf Ing.,1.75
147,Makrlíková Věra MUDr.1972,True,Pravá volba pro Plzeň,BEZPP,2002,True,30.0,Makrlíková Věra MUDr.,1.84
148,Bochnovič Peter1968,True,Pravá volba pro Plzeň,BEZPP,2002,False,34.0,Bochnovič Peter,1.61
149,Fuchsová Radka MUDr.1971,True,Pravá volba pro Plzeň,BEZPP,2002,True,31.0,Fuchsová Radka MUDr.,1.67
150,Čechurová Šárka Mgr.1958,True,Pravá volba pro Plzeň,BEZPP,2002,True,44.0,Čechurová Šárka Mgr.,1.69
151,Kortan Karel1951,True,Pravá volba pro Plzeň,BEZPP,2002,False,51.0,Kortan Karel,1.59
152,Gregoričová Marie Mgr.1975,True,Pravá volba pro Plzeň,BEZPP,2002,True,27.0,Gregoričová Marie Mgr.,1.56
153,Spudich Jan MUDr.1973,True,Pravá volba pro Plzeň,BEZPP,2002,True,29.0,Spudich Jan MUDr.,1.51
154,Navara Vladimír Ing. Ph.D.1963,True,Pravá volba pro Plzeň,BEZPP,2002,True,39.0,Navara Vladimír Ing. Ph.D.,1.5
155,Burda Miroslav Ing.1964,True,Pravá volba pro Plzeň,BEZPP,2002,True,38.0,Burda Miroslav Ing.,1.32
156,Makoň Karel,False,Strana zelených,,2002,False,,Makoň Karel,8.08
157,Doležalová Ivonna,False,Strana zelených,,2002,False,,Doležalová Ivonna,3.35
158,Čipera Ivan Ing.,False,Strana zelených,,2002,True,,Čipera Ivan Ing.,3.63
159,Popp Tomáš,False,Strana zelených,,2002,False,,Popp Tomáš,2.78
160,Pekárová Lada Bc.,False,Strana zelených,,2002,True,,Pekárová Lada Bc.,2.44
161,Růžička Jiří,False,Strana zelených,,2002,False,,Růžička Jiří,2.44
162,Mach Alois,False,Strana zelených,,2002,False,,Mach Alois,2.6
163,Havlíčková Anna JUDr.,False,Strana zelených,,2002,True,,Havlíčková Anna JUDr.,2.8
164,Hájek Miroslav Ing. RNDr.,False,Strana zelených,,2002,True,,Hájek Miroslav Ing. RNDr.,2.99
165,Blažková Pavla,False,Strana zelených,,2002,False,,Blažková Pavla,2.18
166,Lukáš Oldřich Ing.,False,Strana zelených,,2002,True,,Lukáš Oldřich Ing.,2.11
167,Čipera Vladimír,False,Strana zelených,,2002,False,,Čipera Vladimír,2.01
168,Pešta Michal,False,Strana zelených,,2002,False,,Pešta Michal,2.09
169,Šupina Vladimír MUDr.,False,Strana zelených,,2002,True,,Šupina Vladimír MUDr.,2.4
170,Votava Tomáš MUDr. Ing.,False,Strana zelených,,2002,True,,Votava Tomáš MUDr. Ing.,2.54
171,Anton Jiří,False,Strana zelených,,2002,False,,Anton Jiří,1.86
172,Růžička Karel,False,Strana zelených,,2002,False,,Růžička Karel,1.93
173,Linhart Jiří,False,Strana zelených,,2002,False,,Linhart Jiří,1.89
174,Klér Petr,False,Strana zelených,,2002,False,,Klér Petr,1.78
175,Hanzíková Eva Ing.,False,Strana zelených,,2002,True,,Hanzíková Eva Ing.,1.94
176,Kural Václav,False,Strana zelených,,2002,False,,Kural Václav,1.92
177,Příhoda Zdeněk,False,Strana zelených,,2002,False,,Příhoda Zdeněk,1.84
178,Víšek Ivan,False,Strana zelených,,2002,False,,Víšek Ivan,1.83
179,Volf Jiří,False,Strana zelených,,2002,False,,Volf Jiří,1.78
180,Šnajdr Jan,False,Strana zelených,,2002,False,,Šnajdr Jan,2.05
181,Kydlíčková Jana,False,Strana zelených,,2002,False,,Kydlíčková Jana,1.83
182,Hrach Jaroslav,False,Strana zelených,,2002,False,,Hrach Jaroslav,2.11
183,Dolejš Jiří,False,Strana zelených,,2002,False,,Dolejš Jiří,1.73
184,Růžička Filip,False,Strana zelených,,2002,False,,Růžička Filip,1.73
185,Tomáš Martin,False,Strana zelených,,2002,False,,Tomáš Martin,1.74
186,Velebný Marek Mgr.,False,Strana zelených,,2002,True,,Velebný Marek Mgr.,1.73
187,Zoubková Jana,False,Strana zelených,,2002,False,,Zoubková Jana,1.94
188,Opial Jaroslav,False,Strana zelených,,2002,False,,Opial Jaroslav,1.77
189,Telínová Ivana Ing.,False,Strana zelených,,2002,True,,Telínová Ivana Ing.,1.74
190,Ježdík Bohuslav,False,Strana zelených,,2002,False,,Ježdík Bohuslav,1.65
191,Chládková Jana,False,Strana zelených,,2002,False,,Chládková Jana,1.59
192,Hejný Tomáš Ing.,False,Strana zelených,,2002,True,,Hejný Tomáš Ing.,1.74
193,Paisker Miloš,False,Strana zelených,,2002,False,,Paisker Miloš,1.64
194,Pláničková Radmila Mgr.,False,Strana zelených,,2002,True,,Pláničková Radmila Mgr.,1.78
195,Lang Václav,False,Strana zelených,,2002,False,,Lang Václav,1.66
196,Šauer Vlastimil,False,Strana zelených,,2002,False,,Šauer Vlastimil,1.63
197,Formánek Petr,False,Strana zelených,,2002,False,,Formánek Petr,1.51
198,Průchová Jana,False,Strana zelených,,2002,False,,Průchová Jana,1.57
199,Horneková Marie,False,Strana zelených,,2002,False,,Horneková Marie,1.49
200,Tůma Jaroslav dipl. technik,False,Strana zelených,,2002,False,,Tůma Jaroslav dipl. technik,1.39
201,Šimáčková Věra,False,Strana zelených,,2002,False,,Šimáčková Věra,1.27
202,Kural Václav,False,Strana zelených,,2002,False,,Kural Václav,1.23
203,Řezáč Jaroslav Mgr.,False,Občanská demokratická aliance,,2002,True,,Řezáč Jaroslav Mgr.,6.77
204,Fojtíček Ctibor Ing.,False,Občanská demokratická aliance,,2002,True,,Fojtíček Ctibor Ing.,5.27
205,Stelzer Pavel Ing.,False,Občanská demokratická aliance,,2002,True,,Stelzer Pavel Ing.,8.23
206,Bednář Milan Ing.,False,Občanská demokratická aliance,,2002,True,,Bednář Milan Ing.,2.39
207,Houšková Božena,False,Občanská demokratická aliance,,2002,False,,Houšková Božena,2.56
208,Šantínová Milada,False,Občanská demokratická aliance,,2002,False,,Šantínová Milada,1.96
209,Bočko Karel Ing.,False,Občanská demokratická aliance,,2002,True,,Bočko Karel Ing.,2.75
210,Berglová Marie,False,Občanská demokratická aliance,,2002,False,,Berglová Marie,1.85
211,Netolická Jana Mgr.,False,Občanská demokratická aliance,,2002,True,,Netolická Jana Mgr.,2.6
212,Kraus Josef,False,Občanská demokratická aliance,,2002,False,,Kraus Josef,2.33
213,Popule Petr Ing.,False,Občanská demokratická aliance,,2002,True,,Popule Petr Ing.,2.99
214,Hendrych Vladimír Ing.,False,Občanská demokratická aliance,,2002,True,,Hendrych Vladimír Ing.,2.64
215,Ponikelská Jaroslava Ing.,False,Občanská demokratická aliance,,2002,True,,Ponikelská Jaroslava Ing.,2.54
216,Hájek Marcel MUDr.,False,Občanská demokratická aliance,,2002,True,,Hájek Marcel MUDr.,6.47
217,Vršecký Martin,False,Občanská demokratická aliance,,2002,False,,Vršecký Martin,3.68
218,Měřínský Vladimír,False,Občanská demokratická aliance,,2002,False,,Měřínský Vladimír,2.24
219,Divišová Jana,False,Občanská demokratická aliance,,2002,False,,Divišová Jana,2.27
220,Šantín Vladislav,False,Občanská demokratická aliance,,2002,False,,Šantín Vladislav,2.1
221,Saurová Růžena,False,Občanská demokratická aliance,,2002,False,,Saurová Růžena,1.71
222,Lorenz Tomáš,False,Občanská demokratická aliance,,2002,False,,Lorenz Tomáš,2.15
223,Přibík František Ing.,False,Občanská demokratická aliance,,2002,True,,Přibík František Ing.,2.3
224,Heyduková Ivana Ing.,False,Občanská demokratická aliance,,2002,True,,Heyduková Ivana Ing.,2.26
225,Královec František Ing.,False,Občanská demokratická aliance,,2002,True,,Královec František Ing.,1.84
226,Tropp Miroslav,False,Občanská demokratická aliance,,2002,False,,Tropp Miroslav,1.82
227,Čechura Ladislav MUDr.,False,Občanská demokratická aliance,,2002,True,,Čechura Ladislav MUDr.,3.4
228,Šimůnková Eva Ing.,False,Občanská demokratická aliance,,2002,True,,Šimůnková Eva Ing.,1.96
229,Kafka Milan,False,Občanská demokratická aliance,,2002,False,,Kafka Milan,1.72
230,Polata Miroslav,False,Občanská demokratická aliance,,2002,False,,Polata Miroslav,1.73
231,Beran Pavel,False,Občanská demokratická aliance,,2002,False,,Beran Pavel,1.72
232,Dolanský Petr RNDr.,False,Občanská demokratická aliance,,2002,True,,Dolanský Petr RNDr.,3.39
233,Chromý Václav,False,Občanská demokratická aliance,,2002,False,,Chromý Václav,1.55
234,Šťáhlavská Božena,False,Občanská demokratická aliance,,2002,False,,Šťáhlavská Božena,1.66
235,Kašková Karla Mgr.,False,Občanská demokratická aliance,,2002,True,,Kašková Karla Mgr.,2.04
236,Charvátová Ludmila,False,Občanská demokratická aliance,,2002,False,,Charvátová Ludmila,1.68
237,Lorenzová Milada,False,Občanská demokratická aliance,,2002,False,,Lorenzová Milada,1.49
238,Hánová Hana,False,Občanská demokratická aliance,,2002,False,,Hánová Hana,1.6
239,Kůs Jaroslav,False,Občanská demokratická aliance,,2002,False,,Kůs Jaroslav,2.15
240,Bystřická Jana1950,True,Komunistická str.Čech a Moravy,KSČM,2002,False,52.0,Bystřická Jana,2.54
241,Vondryska Vlastimil1952,True,Komunistická str.Čech a Moravy,KSČM,2002,False,50.0,Vondryska Vlastimil,2.34
242,Pihrt Miroslav Ing.1946,True,Komunistická str.Čech a Moravy,KSČM,2002,True,56.0,Pihrt Miroslav Ing.,2.37
243,Hrubeš František Dr.1952,True,Komunistická str.Čech a Moravy,KSČM,2002,True,50.0,Hrubeš František Dr.,2.29
244,Hornofová Zdeňka Dr.1947,True,Komunistická str.Čech a Moravy,KSČM,2002,True,55.0,Hornofová Zdeňka Dr.,2.29
245,Straka Petr JUDr.1949,True,Komunistická str.Čech a Moravy,KSČM,2002,True,53.0,Straka Petr JUDr.,2.34
246,Heřman Karel1944,True,Komunistická str.Čech a Moravy,KSČM,2002,False,58.0,Heřman Karel,2.24
247,Volf Ladislav Ing.1942,True,Komunistická str.Čech a Moravy,KSČM,2002,True,60.0,Volf Ladislav Ing.,2.24
248,Hlásek František1959,True,Komunistická str.Čech a Moravy,KSČM,2002,False,43.0,Hlásek František,2.23
249,Lifka František1950,True,Komunistická str.Čech a Moravy,KSČM,2002,False,52.0,Lifka František,2.26
